Incident ID,Incident Date,State,City Or County,Complete_Address,School,Coordinates,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2729873,2023-10-06T00:00:00Z,Michigan,Ypsilanti,"2095 Packard St,Ypsilanti,Michigan",Ypsilanti Community High School,"42.241431399999996,-83.64075134616756",0,0,0,0,1
2725139,2023-10-06T00:00:00Z,Michigan,Oak Park,"13701 Oak Park Blvd,Oak Park,Michigan",Oak Park High School,"42.464467400000004,-83.18477117065484",0,2,0,0,0
2724881,2023-10-06T00:00:00Z,Maryland,Glen Burnie,"7550 Baltimore Annapolis Blvd,Glen Burnie,Maryland",Glen Burnie High School,"39.1592886,-76.61718478677494",0,0,0,0,1
2724911,2023-10-05T00:00:00Z,Tennessee,Nashville,"1800 Stratford Ave,Nashville,Tennessee",Stratford High School,"36.198583400000004,-86.71835754382845",0,0,0,0,1
2724125,2023-10-05T00:00:00Z,Texas,Cibolo,"1300 FM 1103,Cibolo,Texas",Byron P Steele High School,"29.5763124,-98.21731720927927",0,0,0,0,1
2724075,2023-10-05T00:00:00Z,New Mexico,Albuquerque,"6701 Fortuna Rd NW,Albuquerque,New Mexico",West Mesa High School,"35.09591,-106.71396889936955",0,0,0,0,2
2723145,2023-10-04T00:00:00Z,North Carolina,Greensboro,"Odell Pl,Greensboro,North Carolina",Greensboro College,"36.0713888,-79.8008558023214",0,0,0,0,0
2723032,2023-10-04T00:00:00Z,Washington,Seattle,"400 23rd Ave,Seattle,Washington",Garfield High School,"47.6055267,-122.30126770956261",0,0,0,0,0
2723198,2023-10-04T00:00:00Z,Minnesota,Saint Paul,"740 Rose Ave W,Saint Paul,Minnesota",Como Park Senior High,"44.975877800000006,-93.13126619063019",0,0,0,0,1
2722987,2023-10-04T00:00:00Z,Florida,North Port,"2700 Panacea Blvd,North Port,Florida",Woodland Middle School,"27.0840219,-82.11774238145611",0,0,0,0,1
2724785,2023-10-04T00:00:00Z,Pennsylvania,East Stroudsburg,"5180 Milford Rd,East Stroudsburg,Pennsylvania",Middle Smithfield Elementary School,"41.05967015,-75.07731579195834",0,0,0,0,0
2723619,2023-10-04T00:00:00Z,Texas,Lufkin,"309 S Medford Dr,Lufkin,Texas",Lufkin High School,"31.33597615,-94.68785169656448",0,0,0,0,1
2723756,2023-10-04T00:00:00Z,California,Fairfield,"205 E Atlantic Ave,Fairfield,California",Fairfield High School,"38.2747322,-122.02962225996745",0,0,0,0,1
2722255,2023-10-03T00:00:00Z,North Carolina,Warsaw,"1241 NC 24 and 50 Hwy,Warsaw,North Carolina",James Kenan High School,"34.9846107,-78.0424879",0,0,0,0,1
2724006,2023-10-03T00:00:00Z,Indiana,Evansville,"2319 Stringtown Rd,Evansville,Indiana",Academy for Innovative Studies Diamond,"37.998447150000004,-87.55187494084527",0,0,0,0,2
2721350,2023-10-02T00:00:00Z,Pennsylvania,Greensburg,"4345 PA-136,Greensburg,Pennsylvania",Hempfield Area High School,"40.2813558,-79.6000252021644",0,0,0,0,0
2722031,2023-10-02T00:00:00Z,Florida,Tampa,"17410 Commerce Park Blvd,Tampa,Florida",Freedom High School,"28.1342744,-82.3849091",0,0,0,0,1
2720457,2023-09-30T00:00:00Z,Tennessee,Jackson,"179 Allen Ave,Jackson,Tennessee",Jackson Central-Merry Early College High,"35.6273136,-88.8110714",0,2,0,0,0
2719783,2023-09-29T00:00:00Z,North Carolina,Greensboro,"1200 Lincoln St,Greensboro,North Carolina",James B. Dudley High School,"36.05902605,-79.76478283344014",1,1,0,0,2
2720722,2023-09-29T00:00:00Z,Alaska,Wasilla,"N/A,Wasilla,Alaska",N/A,"61.5816194,-149.4366294",0,0,0,0,0
2718698,2023-09-28T00:00:00Z,New York,Bronx,"470 Jackson Ave,Bronx,New York",J. M. Rapport School Career Development,"40.8110683,-73.909522",0,0,0,0,1
2718054,2023-09-27T00:00:00Z,Wisconsin,Janesville,"1515 Lapham St,Janesville,Wisconsin",Van Buren Elementary School,"42.66238,-89.03782052688086",0,0,0,0,1
2716918,2023-09-27T00:00:00Z,Texas,Houston,"11625 Martindale Rd,Houston,Texas",Sterling High School,"29.635835200000002,-95.32228476298475",0,0,0,0,1
2724756,2023-09-27T00:00:00Z,Virginia,Palmyra,"479 Cunningham Rd,Palmyra,Virginia",The Light Academy,"37.800903000000005,-78.34998045689176",0,0,0,0,1
2717961,2023-09-27T00:00:00Z,Virginia,Lawrenceville,"2171 Lawrenceville Plank Rd,Lawrenceville,Virginia",Brunswick High School,"36.76926515,-77.8281052466701",0,0,0,0,1
2718487,2023-09-27T00:00:00Z,Illinois,Marion,"1609 W Main St,Marion,Illinois",Marion Junior High School,"37.7302519,-88.94356818747573",0,0,0,0,1
2716644,2023-09-27T00:00:00Z,South Carolina,Simpsonville,"3665 S Industrial Dr,Simpsonville,South Carolina",Hillcrest High School,"34.714478400000004,-82.24663776048988",0,0,0,0,2
2718025,2023-09-27T00:00:00Z,California,Berkeley,"1980 Allston Way,Berkeley,California",Berkeley High School,"37.86705125,-122.27137900325931",0,0,0,0,2
2718045,2023-09-26T00:00:00Z,New Mexico,Rio Rancho,"301 Loma Colorado Blvd NE,Rio Rancho,New Mexico",Rio Rancho High School,"35.26498265,-106.67073608883264",0,0,0,0,1
2716353,2023-09-26T00:00:00Z,Texas,Canton,"1110 TX-243,Canton,Texas",Canton High School,"32.546048400000004,-95.8878440521043",0,0,0,0,1
2717110,2023-09-26T00:00:00Z,Pennsylvania,Philadelphia,"2700 block of N Orkney St,Philadelphia,Pennsylvania",N/A,"39.9552373,-75.16366725724794",0,1,0,0,0
2715510,2023-09-25T00:00:00Z,Texas,Odessa,"1800 E 42nd St,Odessa,Texas",Permian High School,"31.88633315,-102.35747127138293",0,0,0,0,1
2720585,2023-09-25T00:00:00Z,Pennsylvania,Allentown,"106 N 17th St,Allentown,Pennsylvania",William Allen High School,"40.5984275,-75.49429305792151",0,0,0,0,1
2713285,2023-09-22T00:00:00Z,Arizona,Phoenix,"1101 E Thomas Rd,Phoenix,Arizona",North High School,"33.47769035,-112.05801901476411",0,0,0,0,1
2714739,2023-09-22T00:00:00Z,Ohio,Lorain,"2600 Ashland Ave,Lorain,Ohio",Lorain High School,"41.44716595,-82.19118369662633",0,0,0,0,0
2718098,2023-09-22T00:00:00Z,Kentucky,Louisville,"1312 Catalpa St,Louisville,Kentucky",Maupin Elementary School,"38.236043050000006,-85.8013759407221",0,0,0,0,1
2716089,2023-09-22T00:00:00Z,Kansas,Ulysses,"113 N Colorado St,Ulysses,Kansas",Kepley Middle School,"37.5811918,-101.3630138",0,0,0,0,0
2712953,2023-09-22T00:00:00Z,Tennessee,Nashville,"3150 McGavock Pike,Nashville,Tennessee",McGavock High School,"36.186492799999996,-86.67826141340618",0,0,0,0,1
2728407,2023-09-22T00:00:00Z,New Mexico,Deming,"1910 8th St,Deming,New Mexico",Ruben S. Torres Elementary School,"32.2813957,-107.77021944996311",0,0,0,0,1
2714100,2023-09-22T00:00:00Z,Wisconsin,Milwaukee,"9700 W Grantosa Dr,Milwaukee,Wisconsin",Milwaukee Lutheran High School,"43.09620115,-88.03436297910189",0,0,0,0,1
2713018,2023-09-22T00:00:00Z,North Carolina,Rocky Mount,"991 S Winstead Ave,Rocky Mount,North Carolina",Winstead Avenue Elementary,"35.951139999999995,-77.84684008668228",0,0,0,0,0
2712398,2023-09-21T00:00:00Z,Alabama,Anniston,"4401 Saks Rd,Anniston,Alabama",Saks High School,"33.7026567,-85.83496135629875",0,0,0,0,1
2714522,2023-09-21T00:00:00Z,Arizona,Phoenix,"1101 E Thomas Rd,Phoenix,Arizona",North High School,"33.47769035,-112.05801901476411",0,0,0,0,1
2712509,2023-09-20T00:00:00Z,Alabama,Tuscaloosa,"300 Patriot Pw,Tuscaloosa,Alabama",Hillcrest High School,"33.1297974,-87.5380712276519",0,0,0,0,1
2713313,2023-09-20T00:00:00Z,North Carolina,Clayton,"600 S Fayetteville St,Clayton,North Carolina",Clayton High School,"35.65083265,-78.46645784160745",0,0,0,0,1
2710743,2023-09-18T00:00:00Z,Mississippi,Jackson,"2400 Robinson St,Jackson,Mississippi",Provine High School,"32.3057542,-90.2244827",0,0,0,0,1
2709682,2023-09-18T00:00:00Z,Illinois,Belleville,"4063 Frank Scott Pkwy W,Belleville,Illinois",Belleville West High School,"38.518304549999996,-90.04043372705102",0,0,0,0,1
2713707,2023-09-18T00:00:00Z,Texas,Texas City,"1431 9th Ave N,Texas City,Texas",Texas City High School,"29.3912157,-94.91618854839746",0,0,0,0,1
2709386,2023-09-18T00:00:00Z,Maryland,Columbia,"9410 Kilimanjaro Rd,Columbia,Maryland",Oakland Mills High School,"39.209257,-76.84129569900855",0,0,0,0,1
2710080,2023-09-18T00:00:00Z,Georgia,Elberton,"1108 Athens Tech Dr,Elberton,Georgia",Elbert County Middle School,"34.1117782,-82.8712507",0,0,0,0,1
2711746,2023-09-18T00:00:00Z,Massachusetts,Worcester,"22 Waverly St,Worcester,Massachusetts",Worcester Alternative School,"42.255873699999995,-71.79379706036713",0,0,0,0,1
2709933,2023-09-17T00:00:00Z,Kentucky,Frankfort,"400 E Main St,Frankfort,Kentucky",Kentucky State University,"38.2020167,-84.8563388",0,0,0,0,1
2708850,2023-09-16T00:00:00Z,Indiana,Muncie,"1401 W Neely Ave,Muncie,Indiana",Ball State University,"40.209723499999996,-85.41111683589489",0,0,0,0,0
2708435,2023-09-15T00:00:00Z,North Carolina,Elkin,"135 Old Virginia Rd,Elkin,North Carolina",Elkin Elementary School,"36.24566365,-80.85440643887821",0,0,0,0,0
2708531,2023-09-15T00:00:00Z,Kansas,Kansas City,"2501 Minnesota Ave,Kansas City,Kansas",Wyandotte High School,"39.114383149999995,-94.6563074239073",0,0,0,0,1
2707831,2023-09-15T00:00:00Z,California,Banning,"100 W Westward Ave,Banning,California",Banning High School,"33.91603085,-116.87888492250781",0,0,0,0,1
2707880,2023-09-15T00:00:00Z,Illinois,Country Club Hills,"17401 Pulaski Rd,Country Club Hills,Illinois",Hillcrest High School,"41.574179,-87.7119354066923",1,0,0,0,0
2707657,2023-09-15T00:00:00Z,Ohio,Dayton,"3640 Colonel Glenn Hwy,Dayton,Ohio",Wright State University,"39.78420385,-84.05677987138829",0,0,0,0,1
2707356,2023-09-14T00:00:00Z,Alabama,Cherokee,"1305 N Pike,Cherokee,Alabama",Cherokee Elementary School,"34.7570342,-87.9683696",0,0,0,0,0
2706716,2023-09-14T00:00:00Z,Maine,Westbrook,"125 Stroudwater St,Westbrook,Maine",Westbrook High School,"43.671634,-70.35276548671523",0,0,0,0,1
2707949,2023-09-14T00:00:00Z,Idaho,Jerome,"104 S Tiger Dr,Jerome,Idaho",Jerome High School,"42.7252263,-114.5001743",0,0,0,0,1
2706964,2023-09-14T00:00:00Z,Kentucky,Louisville,"3526 W Muhammad Ali Blvd,Louisville,Kentucky",Whitney Young Elementary School,"38.256386199999994,-85.80997630475049",0,0,0,0,0
2705757,2023-09-13T00:00:00Z,Mississippi,Gulfport,"100 Perry St,Gulfport,Mississippi",Gulfport High School,"30.39028715,-89.04142745006874",0,0,0,0,2
2706183,2023-09-13T00:00:00Z,Alabama,Prattville,"1315 Upper Kingston Rd,Prattville,Alabama",Prattville High School,"32.5014518,-86.47114201503041",0,0,0,0,1
2706165,2023-09-13T00:00:00Z,Massachusetts,Lowell,"67 Middle St,Lowell,Massachusetts",Lowell Middlesex Academy Charter School,"42.6446236,-71.3065785",0,0,0,0,1
2706401,2023-09-13T00:00:00Z,Pennsylvania,Lancaster,"1051 Lehigh Ave,Lancaster,Pennsylvania",McCaskey East High School,"40.0485351,-76.2854739",0,0,0,0,1
2705962,2023-09-13T00:00:00Z,North Carolina,Chapel Hill,"209 South Rd,Chapel Hill,North Carolina",University of North Carolina at Chapel Hill,"35.90503535,-79.04775326525107",0,0,0,0,1
2706588,2023-09-13T00:00:00Z,Florida,Deland,"1400 Aquarius Ave,Deland,Florida",DeLand Middle School,"29.00259845,-81.29768473353965",0,0,0,1,0
2704467,2023-09-11T00:00:00Z,Arkansas,North Little Rock,"801 W 29th St,North Little Rock,Arkansas",Premier High School,"34.7811737,-92.27493951463215",0,0,0,0,0
2724192,2023-09-11T00:00:00Z,Illinois,Elk Grove Village,"500 W Elk Grove Blvd,Elk Grove Village,Illinois",Elk Grove High School,"42.010418200000004,-87.99799469497188",0,0,0,0,1
2706068,2023-09-11T00:00:00Z,Texas,Edcouch,"601 N Yellow Jacket Dr,Edcouch,Texas",Edcouch-Elsa High School,"26.29934165,-97.97931733848739",0,0,0,0,1
2708098,2023-09-11T00:00:00Z,Indiana,Michigan City,"8466 W Pahs Rd,Michigan City,Indiana",Michigan City High School,"41.67661785,-86.86474132653319",0,0,0,0,1
2705559,2023-09-11T00:00:00Z,Ohio,Toledo,"222 McTigue Dr,Toledo,Ohio",Rogers High School,"41.6413288,-83.67441606056337",0,0,0,0,1
2704721,2023-09-11T00:00:00Z,California,Merced,"2768 Ranchero Ln,Merced,California",Joe Stefani Elementary School,"37.329481200000004,-120.53515633890302",0,0,0,0,0
2714120,2023-09-11T00:00:00Z,Wisconsin,Milwaukee,"1011 W Center St,Milwaukee,Wisconsin",North Division High School,"43.06658055,-87.92595102441516",0,0,0,0,1
2710001,2023-09-10T00:00:00Z,Montana,Missoula,"32 Campus Dr,Missoula,Montana",University of Montana,"46.8541841,-113.96552830266285",0,0,0,0,1
2702961,2023-09-09T00:00:00Z,New York,Utica,"1203 Hilton Ave,Utica,New York",Thomas R. Proctor High School,"43.08211935,-75.21393396470279",0,1,0,0,1
2704401,2023-09-08T00:00:00Z,New Mexico,Roswell,"500 W Hobbs St,Roswell,New Mexico",Roswell High School,"33.3714822,-104.5278305",0,0,0,0,1
2702642,2023-09-08T00:00:00Z,South Carolina,Summerville,"1101 Boone Hill Rd,Summerville,South Carolina",Summerville High School,"32.9943648,-80.218598",0,0,0,0,1
2702298,2023-09-08T00:00:00Z,North Carolina,Lumberton,"3901 Fayetteville Rd,Lumberton,North Carolina",Lumberton High School,"34.60534654999999,-79.03269920022902",0,0,0,0,2
2705525,2023-09-08T00:00:00Z,New Mexico,Albuquerque,"10800 Dennis Chavez Blvd SW,Albuquerque,New Mexico",Atrisco Heritage Academy High School,"35.0223717,-106.74876672941352",0,0,0,0,2
2703239,2023-09-08T00:00:00Z,Alabama,Mobile,"3900 Pleasant Valley Rd,Mobile,Alabama",Davidson High School,"30.6639031,-88.14625033309846",0,0,0,0,1
2701491,2023-09-07T00:00:00Z,Arizona,Phoenix,"3415 N 59th Ave,Phoenix,Arizona",Maryvale High School,"33.4894088,-112.18302756032602",0,0,0,0,1
2700482,2023-09-06T00:00:00Z,Ohio,Columbus,"230 W 10th Ave,Columbus,Ohio",The Residence on Tenth,"39.994644449999996,-83.01242198729697",0,0,0,0,1
2700754,2023-09-06T00:00:00Z,Texas,Whitehouse,"901 E Main St,Whitehouse,Texas",Whitehouse High School,"32.2323361,-95.21350846096287",0,0,0,0,0
2700399,2023-09-06T00:00:00Z,Washington,Olympia,"2707 Conger Ave NW,Olympia,Washington",Capital High School,"47.050298,-122.93712774756423",0,0,0,0,1
2702065,2023-09-06T00:00:00Z,North Carolina,High Point,"7847 Clinard Farms Rd,High Point,North Carolina",Phoenix Academy,"36.055503599999994,-79.97471158683791",0,0,0,0,1
2700552,2023-09-05T00:00:00Z,Florida,Jacksonville,"4815 Wesconnett Blvd,Jacksonville,Florida",Westside Middle School,"30.255389700000002,-81.73708179576829",0,0,0,0,1
2699496,2023-09-05T00:00:00Z,California,Oakland,"12250 Skyline Blvd,Oakland,California",Skyline High School,"37.7986,-122.16193",0,0,0,0,3
2698334,2023-09-02T00:00:00Z,Tennessee,Nashville,"2400 Blakemore Ave,Nashville,Tennessee",Blair School of Music,"36.138632,-86.80631219798832",0,0,0,0,0
2696482,2023-09-01T00:00:00Z,South Carolina,Lexington,"180 Midway Road,Lexington,South Carolina",Midway Elementary School,"34.0216797,-81.21237614415148",0,0,0,0,1
2696512,2023-09-01T00:00:00Z,Florida,Tampa,"5000 N Central Ave,Tampa,Florida",Hillsborough High School,"27.99062915,-82.4563344",0,0,0,0,1
2697408,2023-09-01T00:00:00Z,Florida,Riverview,"8538 Eagle Palm Dr,Riverview,Florida",Spoto High School,"27.8842231,-82.35220692853048",0,0,0,0,1
2697273,2023-08-31T00:00:00Z,California,Santa Monica,"1900 Pico Blvd,Santa Monica,California",Santa Monica College,"34.016711349999994,-118.470760930648",0,0,0,0,1
2696053,2023-08-30T00:00:00Z,Texas,Temple,"415 N 31st St,Temple,Texas",Temple High School,"31.1068452,-97.3533383",0,0,0,0,1
2695792,2023-08-30T00:00:00Z,Nevada,Las Vegas,"3800 E Harris Ave,Las Vegas,Nevada",Desert Pines High School,"36.17897705,-115.0914545",0,0,0,0,1
2694792,2023-08-29T00:00:00Z,Georgia,Atlanta,"211 Memorial Dr SE,Atlanta,Georgia",Wesley International Academy,"33.74605905,-84.38100674081122",0,0,0,0,0
2694853,2023-08-29T00:00:00Z,Alaska,Anchorage,"4025 E Northern Lights Blvd,Anchorage,Alaska",Bettye Davis East Anchorage High School,"61.20120085,-149.80450096036913",0,0,0,0,0
2692924,2023-08-28T00:00:00Z,North Carolina,Greensboro,"409 Friendway Rd,Greensboro,North Carolina",Western Guilford High School,"36.0823583,-79.9080911",0,0,0,0,1
2693383,2023-08-28T00:00:00Z,Arizona,Phoenix,"2620 E Liberty Ln,Phoenix,Arizona",Kyrene de la Estrella Elementary School,"33.293188,-112.0271931",0,0,0,0,0
2693380,2023-08-28T00:00:00Z,Louisiana,Slidell,"300 Spartan Dr,Slidell,Louisiana",Salmen High School,"30.2476375,-89.78869276701116",0,0,0,0,1
2691403,2023-08-25T00:00:00Z,Alabama,Flomaton,"21200 US-31,Flomaton,Alabama",Flomaton High School,"31.0065706,-87.2685853",0,0,0,0,1
2691405,2023-08-25T00:00:00Z,Florida,Lake City,"469 SW Fighting Tiger Dr,Lake City,Florida",Columbia High School,"30.14859635,-82.63579164724477",0,0,0,0,2
2690422,2023-08-25T00:00:00Z,Illinois,Cicero,"5425 W 31st St,Cicero,Illinois",Columbus West Elementary School,"41.8355217,-87.76041657708696",0,0,0,0,1
2691013,2023-08-25T00:00:00Z,California,Los Angeles,"300 E 53rd St,Los Angeles,California",Dr Maya Angelou Community High School,"33.9946772,-118.26635070264324",0,1,0,0,0
2691086,2023-08-25T00:00:00Z,Pennsylvania,Abington,"900 Highland Ave,Abington,Pennsylvania",Abington High School,"40.1121858,-75.13163986641548",0,0,0,0,1
2691667,2023-08-25T00:00:00Z,Oklahoma,Tulsa,"1514 E Zion St,Tulsa,Oklahoma",Booker T Washington High School,"36.186997399999996,-95.96939160357473",0,0,0,0,0
2693394,2023-08-25T00:00:00Z,Ohio,Toledo,"701 E Central Ave,Toledo,Ohio",Woodward High School,"41.6798239,-83.52839205446168",0,0,0,0,2
2691060,2023-08-25T00:00:00Z,South Carolina,Georgetown,"2500 Anthuan Maybank Dr,Georgetown,South Carolina",Georgetown High School,"33.3866886,-79.3028249",0,0,0,0,1
2690363,2023-08-24T00:00:00Z,Indiana,Evansville,"635 Lincoln Ave,Evansville,Indiana",Lincoln Elementary School,"37.96940214999999,-87.5557050647125",0,0,0,0,1
2690682,2023-08-24T00:00:00Z,Arizona,Mesa,"10045 E Madero Ave,Mesa,Arizona",Desert Ridge High School,"33.368997,-111.6161006502086",0,0,0,0,1
2691265,2023-08-24T00:00:00Z,Louisiana,Ville Platte,"210 W Cotton St,Ville Platte,Louisiana",Ville Platte High School,"30.6860248,-92.2775603",0,0,0,0,0
2689644,2023-08-24T00:00:00Z,Georgia,Marietta,"1171 Whitlock Ave NW,Marietta,Georgia",Marietta High School,"33.94679575,-84.58568402528566",0,0,0,0,1
2688643,2023-08-23T00:00:00Z,Tennessee,Clarksville,"251 E Pine Mountain Rd,Clarksville,Tennessee",Kenwood High School,"36.58251315,-87.38085966122563",0,0,0,0,1
2689510,2023-08-23T00:00:00Z,Texas,Lubbock,"3211 47th St,Lubbock,Texas",Monterey High School,"33.55024495,-101.88558093741031",0,0,0,0,0
2688223,2023-08-22T00:00:00Z,Texas,Seguin,"215 Short Ave,Seguin,Texas",Jefferson Elementary School,"29.567021750000002,-97.97652274658543",0,0,0,0,0
2688269,2023-08-22T00:00:00Z,North Carolina,Winston Salem (Winston-salem),"1600 Brewer Rd,Winston Salem (Winston-salem),North Carolina",Parkland High School,"36.0565369,-80.25699608066603",0,0,0,0,1
2693023,2023-08-22T00:00:00Z,Idaho,Castleford,"500 Main St,Castleford,Idaho",Castleford High School,"42.5212946,-114.8753319",0,0,0,0,1
2689995,2023-08-21T00:00:00Z,Illinois,Palatine,"1111 N Rohlwing Rd,Palatine,Illinois",Palatine High School,"42.13000785,-88.02159325821492",0,0,0,0,1
2688011,2023-08-21T00:00:00Z,Florida,Coconut Creek,"1400 NW 44th Ave,Coconut Creek,Florida",Coconut Creek High School,"26.246552299999998,-80.18405500775971",0,0,0,0,1
2686804,2023-08-21T00:00:00Z,Louisiana,Rayville,"193 LA-3048,Rayville,Louisiana",Rayville High School,"32.4664997,-91.7468148",0,0,0,0,0
2686718,2023-08-21T00:00:00Z,South Carolina,Goose Creek,"98 Westview Blvd,Goose Creek,South Carolina",Westview Primary School,"33.0071478,-80.049193",0,0,0,0,2
2687564,2023-08-21T00:00:00Z,Arkansas,Fayetteville,"994 MLK Jr Blvd,Fayetteville,Arkansas",Fayetteville High School,"36.0578882,-94.17415491610058",0,0,0,0,0
2691160,2023-08-19T00:00:00Z,South Carolina,Orangeburg,"300 College Ave,Orangeburg,South Carolina",South Carolina State University,"33.49878505,-80.84684338421943",0,0,0,0,1
2691152,2023-08-19T00:00:00Z,South Carolina,Orangeburg,"300 College Ave,Orangeburg,South Carolina",South Carolina State University,"33.49878505,-80.84684338421943",0,0,0,0,1
2691157,2023-08-19T00:00:00Z,South Carolina,Orangeburg,"300 College Ave,Orangeburg,South Carolina",South Carolina State University,"33.49878505,-80.84684338421943",0,0,0,0,1
2691148,2023-08-19T00:00:00Z,South Carolina,Orangeburg,"Geathers St,Orangeburg,South Carolina",South Carolina State University,"33.49878505,-80.84684338421943",0,0,0,0,1
2718220,2023-08-18T00:00:00Z,Georgia,Columbus,"4150 Cusseta Rd,Columbus,Georgia",Odis Spencer Stadium,"32.4305957,-84.93231099052491",0,0,0,0,1
2687314,2023-08-18T00:00:00Z,Indiana,Indianapolis,"1500 E Michigan St,Indianapolis,Indiana",Arsenal Technical High School,"39.7767095,-86.1327638",0,0,0,0,1
2684781,2023-08-18T00:00:00Z,Ohio,Canal Winchester,"300 Washington St,Canal Winchester,Ohio",Canal Winchester High School,"39.83675855,-82.81306149975893",0,0,0,0,3
2685423,2023-08-18T00:00:00Z,Tennessee,Nashville,"1800 Stratford Ave,Nashville,Tennessee",Stratford High School,"36.198583400000004,-86.71835754382845",0,0,0,0,1
2691234,2023-08-18T00:00:00Z,California,Simi Valley,"1402 Royal Ave,Simi Valley,California",Royal High School,"34.2635996,-118.7718273",0,0,0,0,1
2684343,2023-08-18T00:00:00Z,South Carolina,Cheraw,"1010 W Greene St,Cheraw,South Carolina",Long Middle School,"34.69831685,-79.90510696828221",0,0,0,0,1
2685465,2023-08-18T00:00:00Z,Florida,Jacksonville,"590 Duval Station Rd,Jacksonville,Florida",First Coast High School,"30.4820297,-81.60754966580737",0,0,0,1,0
2685802,2023-08-18T00:00:00Z,California,Rancho Cucamonga,"13500 Victoria St,Rancho Cucamonga,California",Etiwanda High School,"34.130470700000004,-117.51016869996405",0,1,0,0,0
2684001,2023-08-17T00:00:00Z,Texas,Midland,"906 W Illinois Ave,Midland,Texas",Midland High School,"32.01632065,-102.07873997917694",0,0,0,0,1
2683400,2023-08-17T00:00:00Z,Indiana,Indianapolis,"1500 E Michigan St,Indianapolis,Indiana",Arsenal Tech High School,"39.7767095,-86.1327638",0,0,0,0,1
2683377,2023-08-17T00:00:00Z,Indiana,Frankfort,"1 S Maish Rd,Frankfort,Indiana",Frankfort High School,"40.284487,-86.4822042548387",0,0,0,0,1
2683959,2023-08-16T00:00:00Z,Texas,Humble,"13300 Will Clayton Pkwy,Humble,Texas",Atascocita High School,"29.9794324,-95.17248154648519",0,0,0,0,2
2682761,2023-08-16T00:00:00Z,Texas,Rosharon,"801 Caldwell Ranch Blvd,Rosharon,Texas",Crawford High School,"29.4753845,-95.46366176637804",0,0,0,0,1
2683979,2023-08-16T00:00:00Z,Texas,Sugar Land,"550 Dulles Ave,Sugar Land,Texas",Dulles High School,"29.62015255,-95.58411484262685",0,0,0,0,1
2682566,2023-08-16T00:00:00Z,Georgia,Augusta,"1701 15th St,Augusta,Georgia",T. W. Josey High School,"33.4559643,-82.0044325",0,1,0,0,1
2681942,2023-08-15T00:00:00Z,Pennsylvania,Philadelphia,"700 block of S 42nd St,Philadelphia,Pennsylvania",Saint Joseph's University,"39.99652965,-75.24151166935775",0,1,0,0,0
2682023,2023-08-15T00:00:00Z,Texas,San Antonio,"1200 block of Enrique Barrera Pkwy,San Antonio,Texas",N/A,"29.3378,-98.531871",0,0,0,0,0
2683386,2023-08-15T00:00:00Z,Indiana,Indianapolis,"9500 E 16th St,Indianapolis,Indiana",Warren Central High School,"39.792609,-85.99879522088719",0,0,0,0,1
2684205,2023-08-15T00:00:00Z,Illinois,Paris,"437 W Washington St,Paris,Illinois",Carolyn Wenz Elementary School,"39.61027465,-87.70174833702991",0,0,0,0,3
2680971,2023-08-14T00:00:00Z,Tennessee,Nashville,"110 Gallatin Ave,Nashville,Tennessee",East High School,"36.179791800000004,-86.75137565769272",0,0,0,0,1
2681239,2023-08-11T00:00:00Z,North Carolina,Greensboro,"1200 Lincoln St,Greensboro,North Carolina",James B. Dudley High School,"36.05902605,-79.76478283344014",0,0,0,0,2
2678199,2023-08-10T00:00:00Z,Tennessee,Cordova,"1800 Berryhill Rd,Cordova,Tennessee",Cordova High School,"35.1747152,-89.75255580941713",0,0,0,0,4
2677668,2023-08-10T00:00:00Z,Indiana,Indianapolis,"1801 E 86th St,Indianapolis,Indiana",North Central High School,"39.9103605,-86.12958187389509",0,0,0,0,1
2677159,2023-08-10T00:00:00Z,Arizona,Phoenix,"3921 W Baseline Rd,Phoenix,Arizona",Cesar Chavez High School,"33.3759046,-112.14524215",0,0,0,0,1
2676410,2023-08-09T00:00:00Z,Indiana,Whiteland (New Whiteland),"900 Sawmill Rd,Whiteland (New Whiteland),Indiana",Break-O-Day Elementary School,"39.5636985,-86.10288269504751",0,0,0,0,1
2676437,2023-08-09T00:00:00Z,Indiana,Lawrenceburg,"100 Tiger Blvd,Lawrenceburg,Indiana",Lawrenceburg High School,"39.099663899999996,-84.85309227835634",0,0,0,0,1
2674943,2023-08-07T00:00:00Z,Texas,Mesquite,"3300 E Cartwright Rd,Mesquite,Texas",John Horn High School,"32.731137149999995,-96.55812495153236",0,0,0,0,1
2673722,2023-08-04T00:00:00Z,Tennessee,Memphis,"415 State St,Memphis,Tennessee",University of Memphis,"35.1189387,-89.93721959965887",0,0,0,0,0
2672629,2023-08-03T00:00:00Z,California,Oakley,"1050 Neroly Rd,Oakley,California",Freedom High School,"37.97093065,-121.71862144486184",0,0,0,0,1
2670782,2023-08-02T00:00:00Z,Georgia,Covington,"11649 Bypass Rd,Covington,Georgia",Middle Ridge Elementary School,"33.5625641,-83.8748805",0,0,0,0,0
2670404,2023-07-31T00:00:00Z,Indiana,Indianapolis,"1500 E Michigan St,Indianapolis,Indiana",Arsenal Technical High School,"39.7767095,-86.1327638",0,0,0,0,1
2668383,2023-07-31T00:00:00Z,Tennessee,Memphis,"390 S White Station Rd,Memphis,Tennessee",Margolin Hebrew Academy,"35.120909,-89.887042",0,0,0,1,0
