Incident ID,Incident Date,State,City Or County,Address,Complete_Address,School name,Coordinates,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2521423,2023-02-08T00:00:00Z,North Carolina,Elizabeth City,1000  Walker Ave,"1000  Walker Ave,Elizabeth City,North Carolina",,"36.289715,-76.234124",0,4,0,0,0
2518860,2023-02-06T00:00:00Z,Texas,Corpus Christi,2700  Persimmon St,"2700  Persimmon St,Corpus Christi,Texas",,"27.716968,-97.430069",1,3,0,1,3
2518456,2023-02-05T00:00:00Z,Arkansas,Newport,400  Clay St,"400  Clay St,Newport,Arkansas",,"35.59733071202662,-91.2864642727334",1,4,0,0,4
2518292,2023-02-05T00:00:00Z,California,Stockton,1300  W Fremont St,"1300  W Fremont St,Stockton,California",,"37.954519,-121.309524",1,3,0,0,0
2517797,2023-02-04T00:00:00Z,Texas,Huntsville,1505 19th St,"1505 19th St,Huntsville,Texas",,"30.714028897959185,-95.55646393877551",2,2,0,0,2
2516309,2023-02-01T00:00:00Z,Texas,Texas City,8601 Emmett F Lowry Expy,"8601 Emmett F Lowry Expy,Texas City,Texas",,"29.397856,-95.007915",0,4,0,0,0
2514902,2023-01-31T00:00:00Z,North Carolina,Durham,4100  Sudbury Rd,"4100  Sudbury Rd,Durham,North Carolina",,"36.0437452,-78.8886182",2,2,0,0,2
2514564,2023-01-30T00:00:00Z,Florida,Lakeland,923 N Iowa Ave,"923 N Iowa Ave,Lakeland,Florida",,"28.05342594318207,-81.95312541964427",0,11,0,0,5
2514220,2023-01-30T00:00:00Z,Texas,Dallas,5800  Bonnie View Rd,"5800  Bonnie View Rd,Dallas,Texas",,"32.678679,-96.764601",1,3,0,1,1
2605383,2023-01-29T00:00:00Z,Tennessee,Luttrell,380 Clinch Valley Rd,"380 Clinch Valley Rd,Luttrell,Tennessee",,"36.22561228052658,-83.723534761834",4,0,1,0,0
2513512,2023-01-29T00:00:00Z,Ohio,Columbus,1680 Karl Ct,"1680 Karl Ct,Columbus,Ohio",,"40.08539,-82.9738423",1,3,0,0,1
2513575,2023-01-29T00:00:00Z,North Carolina,Greensboro,6400 W Market St,"6400 W Market St,Greensboro,North Carolina",,"36.075714,-79.912984",1,6,0,0,1
2513496,2023-01-28T00:00:00Z,Texas,Austin,12636 Research Blvd,"12636 Research Blvd,Austin,Texas",,"30.4307304,-97.7638265",2,3,0,0,1
2513044,2023-01-28T00:00:00Z,California,Beverly Hills,2799 Ellison Dr,"2799 Ellison Dr,Beverly Hills,California",,"34.12246545,-118.42510430859238",3,2,0,0,3
2512343,2023-01-26T00:00:00Z,New Jersey,Newark,1079 Broad St,"1079 Broad St,Newark,New Jersey",,"40.724720545454545,-74.1786249090909",1,4,0,0,0
2512617,2023-01-26T00:00:00Z,Pennsylvania,Lancaster,525 N Franklin St,"525 N Franklin St,Lancaster,Pennsylvania",,"40.047655,-76.292872",0,4,0,0,0
2509362,2023-01-23T00:00:00Z,Illinois,Chicago,2909 E 78th St,"2909 E 78th St,Chicago,Illinois",,"41.75377615,-87.55375569624452",2,3,0,0,0
2510063,2023-01-23T00:00:00Z,California,Oakland,5910 MacArthur Blvd,"5910 MacArthur Blvd,Oakland,California",,"37.776467000000004,-122.18367220408163",1,4,0,0,2
2509663,2023-01-23T00:00:00Z,California,Half Moon Bay,12761 San Mateo Rd,"12761 San Mateo Rd,Half Moon Bay,California",,"37.4679666,-122.4334229",7,1,0,0,1
2508522,2023-01-22T00:00:00Z,Louisiana,Shreveport,1600 Sugar Ln,"1600 Sugar Ln,Shreveport,Louisiana",,"32.538925,-93.798253",1,7,0,0,0
2508370,2023-01-22T00:00:00Z,Louisiana,Baton Rouge,4619 Bennington Ave,"4619 Bennington Ave,Baton Rouge,Louisiana",,"30.4168053,-91.1283075",0,12,0,0,3
2507423,2023-01-21T00:00:00Z,Arizona,Yuma,1300  W 9th St,"1300  W 9th St,Yuma,Arizona",,"32.71132,-114.635557",0,5,0,0,1
2507836,2023-01-21T00:00:00Z,California,Monterey Park,122 W Garvey Ave,"122 W Garvey Ave,Monterey Park,California",,"34.0624272,-118.1291257",11,9,1,0,0
2504645,2023-01-17T00:00:00Z,Texas,Houston,6729 Lockwood Dr,"6729 Lockwood Dr,Houston,Texas",,"29.818756037811767,-95.31776993663718",0,4,0,0,0
2503058,2023-01-15T00:00:00Z,Illinois,Rockford,2311 23rd St,"2311 23rd St,Rockford,Illinois",,"42.243261777650496,-89.05356651458756",3,1,0,1,0
2502680,2023-01-15T00:00:00Z,Texas,Houston,5121 FM 1960 Rd W,"5121 FM 1960 Rd W,Houston,Texas",,"30.0049147,-95.284286",1,4,0,0,0
2501869,2023-01-13T00:00:00Z,Ohio,Cleveland,3719 Mack Ct,"3719 Mack Ct,Cleveland,Ohio",,"41.45340033993359,-81.70929769771263",4,1,0,0,1
2499119,2023-01-09T00:00:00Z,Minnesota,Minneapolis,2218 E Lake St,"2218 E Lake St,Minneapolis,Minnesota",,"44.9487664,-93.2399374",0,4,0,0,0
2499381,2023-01-09T00:00:00Z,Pennsylvania,Philadelphia,3300  Guilford St,"3300  Guilford St,Philadelphia,Pennsylvania",,"40.0398811,-75.04442071705967",3,1,0,0,1
2498013,2023-01-08T00:00:00Z,Minnesota,Minneapolis,930 Hennepin Ave,"930 Hennepin Ave,Minneapolis,Minnesota",,"44.976221183716646,-93.27741244989868",0,4,0,0,0
2499425,2023-01-08T00:00:00Z,Georgia,Albany,1021 S McKinley St,"1021 S McKinley St,Albany,Georgia",,"31.565127642857142,-84.16605164285714",0,4,0,0,0
2497502,2023-01-07T00:00:00Z,North Carolina,High Point,2734 Mossy Meadow Dr,"2734 Mossy Meadow Dr,High Point,North Carolina",,"36.00970232221365,-79.97649605404857",4,0,1,0,0
2496714,2023-01-06T00:00:00Z,Texas,Dallas,8544 Lazy Acres Cir,"8544 Lazy Acres Cir,Dallas,Texas",,"32.9391785,-96.7572575",3,2,0,0,1
2497164,2023-01-06T00:00:00Z,California,San Francisco,600  Valencia St,"600  Valencia St,San Francisco,California",,"37.7463586,-122.4201215",1,3,0,0,0
2496391,2023-01-05T00:00:00Z,Florida,Miami Gardens,17647 NW 27th Ave,"17647 NW 27th Ave,Miami Gardens,Florida",,"25.9351554,-80.2445738",0,10,0,0,0
2494934,2023-01-04T00:00:00Z,Maryland,Baltimore,4408 Edmondson Ave,"4408 Edmondson Ave,Baltimore,Maryland",,"39.294276,-76.6900073",1,4,0,0,1
2495059,2023-01-04T00:00:00Z,Virginia,Dumfries,17900  Milroy Dr,"17900  Milroy Dr,Dumfries,Virginia",,"38.563839699328256,-77.32104955390903",1,4,0,0,1
2494425,2023-01-03T00:00:00Z,Louisiana,New Orleans,2600  S Rocheblave St,"2600  S Rocheblave St,New Orleans,Louisiana",,"29.949488,-90.097582",0,4,0,0,0
2494254,2023-01-03T00:00:00Z,District of Columbia,Washington,6200  Georgia Ave NW,"6200  Georgia Ave NW,Washington,District of Columbia",,"38.9650723,-77.0279447",1,3,0,0,0
2492601,2023-01-01T00:00:00Z,Illinois,Chicago,300  E 57th St,"300  E 57th St,Chicago,Illinois",,"41.791205,-87.618967",1,3,0,0,0
2492611,2023-01-01T00:00:00Z,North Carolina,Durham,1000 N Miami Blvd,"1000 N Miami Blvd,Durham,North Carolina",,"35.993782249999995,-78.86817517485207",0,5,0,0,0
2493102,2023-01-01T00:00:00Z,Pennsylvania,Allentown,1140 E Clair St,"1140 E Clair St,Allentown,Pennsylvania",,"40.617723591836736,-75.43781069387755",0,4,0,0,0
2492448,2023-01-01T00:00:00Z,Florida,Ocala,1600  SW 5th St,"1600  SW 5th St,Ocala,Florida",,"29.182405,-82.152587",2,4,0,0,1
2492314,2023-01-01T00:00:00Z,Ohio,Columbus,2830 Johnstown Rd,"2830 Johnstown Rd,Columbus,Ohio",,"39.9983027,-82.9259133",1,4,0,0,2
2492253,2022-12-31T00:00:00Z,Alabama,Mobile,200  Dauphin St,"200  Dauphin St,Mobile,Alabama",,"30.6915797,-88.0430812",1,7,0,1,1
2491656,2022-12-31T00:00:00Z,Arizona,Phoenix,4201 N 19th Ave,"4201 N 19th Ave,Phoenix,Arizona",,"33.496455828282826,-112.0997994949495",0,9,0,0,0
2491054,2022-12-30T00:00:00Z,Tennessee,Memphis,E Brooks Rd,"E Brooks Rd,Memphis,Tennessee",,"35.0605882,-89.9908325",1,3,0,0,0
2489614,2022-12-28T00:00:00Z,New York,Bronx,851 E Tremont Ave,"851 E Tremont Ave,Bronx,New York",,"40.8433357,-73.8866301",1,3,0,0,2
2490150,2022-12-28T00:00:00Z,Texas,Dallas,9500  Scyene Rd,"9500  Scyene Rd,Dallas,Texas",,"32.763181,-96.659529",0,6,0,0,0
2488952,2022-12-27T00:00:00Z,District of Columbia,Washington,2300  Pennsylvania Ave SE,"2300  Pennsylvania Ave SE,Washington,District of Columbia",,"38.87451365,-76.97184084234051",0,4,0,0,0
2489345,2022-12-27T00:00:00Z,Ohio,Columbus,900  Bellows Ave,"900  Bellows Ave,Columbus,Ohio",,"39.95212766666667,-83.02327222222222",0,5,0,0,0
2488209,2022-12-26T00:00:00Z,Louisiana,New Orleans,2031 St Maurice Ave,"2031 St Maurice Ave,New Orleans,Louisiana",,"29.9685486122449,-90.00567295918367",2,4,0,0,1
2487989,2022-12-24T00:00:00Z,Mississippi,Columbus,90  Luxapalila Dr,"90  Luxapalila Dr,Columbus,Mississippi",,"33.50644926394838,-88.39842460412079",1,3,0,1,1
2487517,2022-12-23T00:00:00Z,Kansas,Wichita,900  S Mission Rd,"900  S Mission Rd,Wichita,Kansas",,"37.671804,-97.260421",2,2,0,0,2
2484083,2022-12-18T00:00:00Z,California,Santa Ana,2112 S Main St,"2112 S Main St,Santa Ana,California",,"33.719221399999995,-117.86822997482477",1,3,0,0,3
2483594,2022-12-18T00:00:00Z,Oklahoma,Oklahoma City,311 S Klein Ave,"311 S Klein Ave,Oklahoma City,Oklahoma",,"35.46314819962953,-97.53283007204747",0,4,0,0,0
2483489,2022-12-17T00:00:00Z,Georgia,Atlanta,3000 Continental Colony Pkwy SW,"3000 Continental Colony Pkwy SW,Atlanta,Georgia",,"33.68359605,-84.4929114611501",2,3,0,0,1
2483188,2022-12-16T00:00:00Z,Georgia,Valdosta,611 E Ann St,"611 E Ann St,Valdosta,Georgia",,"30.845018521530776,-83.27757750339603",2,2,0,0,1
2482288,2022-12-16T00:00:00Z,Illinois,Chicago,2150 S Laflin St,"2150 S Laflin St,Chicago,Illinois",,"41.8529424,-87.66453921019814",2,2,0,0,1
2483108,2022-12-16T00:00:00Z,Texas,Dallas,2691 John West Rd,"2691 John West Rd,Dallas,Texas",,"32.807376649999995,-96.6688691746434",0,5,0,0,0
2482711,2022-12-16T00:00:00Z,Tennessee,Memphis,831 Springdale Run Dr,"831 Springdale Run Dr,Memphis,Tennessee",,"35.15849575767283,-89.97381611698694",0,5,0,0,0
2479678,2022-12-12T00:00:00Z,New York,Bronx,388 E 141st St,"388 E 141st St,Bronx,New York",,"40.8109508,-73.9219985",0,4,0,0,0
2478664,2022-12-11T00:00:00Z,Illinois,Chicago,3235 N Central Ave,"3235 N Central Ave,Chicago,Illinois",,"41.9397485,-87.7662371",3,1,0,0,1
2477622,2022-12-08T00:00:00Z,Michigan,Detroit,1114 Washington Blvd,"1114 Washington Blvd,Detroit,Michigan",,"42.3319996,-83.05021383684738",0,4,0,0,0
2477404,2022-12-08T00:00:00Z,Louisiana,New Orleans,4242 Chef Menteur Hwy,"4242 Chef Menteur Hwy,New Orleans,Louisiana",,"30.0042013,-90.0385438",0,4,0,0,0
2475546,2022-12-06T00:00:00Z,Georgia,Macon,159 Steven Dr,"159 Steven Dr,Macon,Georgia",,"32.82665118127505,-83.72080639920905",3,1,0,0,0
2474143,2022-12-04T00:00:00Z,Illinois,Zion,1800  Horeb Ave,"1800  Horeb Ave,Zion,Illinois",,"42.462473,-87.84912",0,5,0,0,0
2472924,2022-12-01T00:00:00Z,Texas,San Antonio,4200  S Cibolo St,"4200  S Cibolo St,San Antonio,Texas",,"29.403756,-98.524117",0,4,0,0,0
2471298,2022-11-30T00:00:00Z,Louisiana,Lake Charles,510 Broad St,"510 Broad St,Lake Charles,Louisiana",,"30.228839020408163,-93.2140531632653",0,8,0,0,0
2468642,2022-11-30T00:00:00Z,Alabama,Mobile,216 Dauphin St,"216 Dauphin St,Mobile,Alabama",,"30.69153565,-88.04364223749076",0,4,0,0,2
2469354,2022-11-27T00:00:00Z,Florida,Tallahassee,2101 Wahnish Way,"2101 Wahnish Way,Tallahassee,Florida",,"30.4209643,-84.28898554462407",1,4,0,0,2
2468894,2022-11-27T00:00:00Z,Louisiana,New Orleans,200  Bourbon St,"200  Bourbon St,New Orleans,Louisiana",,"29.9547495,-90.0690148",0,5,0,0,1
2468745,2022-11-26T00:00:00Z,Georgia,Atlanta,117 17th St NW,"117 17th St NW,Atlanta,Georgia",,"33.79124713131313,-84.38961359595959",2,4,0,0,6
2468325,2022-11-26T00:00:00Z,Illinois,Chicago,12700  S Halsted St,"12700  S Halsted St,Chicago,Illinois",,"41.6629291,-87.64187525276559",2,2,0,0,0
2467661,2022-11-24T00:00:00Z,Texas,Houston,1511 Baggett Ln,"1511 Baggett Ln,Houston,Texas",,"29.797783875,-95.48387612500001",2,2,0,0,1
2467743,2022-11-24T00:00:00Z,California,Costa Mesa,400  W Bay St,"400  W Bay St,Costa Mesa,California",,"33.649032,-117.916296",1,4,0,0,1
2466835,2022-11-23T00:00:00Z,Maryland,Temple Hills,2300  Iverson St,"2300  Iverson St,Temple Hills,Maryland",,"38.8338279,-76.9599265",0,4,0,0,0
2466431,2022-11-23T00:00:00Z,Pennsylvania,Philadelphia,1901 N 60th St,"1901 N 60th St,Philadelphia,Pennsylvania",,"39.980381699999995,-75.24082168516982",0,4,0,0,0
2465761,2022-11-22T00:00:00Z,Virginia,Chesapeake,1521 Sam's Circle,"1521 Sam's Circle,Chesapeake,Virginia",,"36.7730635,-76.2494759",6,6,1,0,0
2464272,2022-11-20T00:00:00Z,Texas,Dallas,2000 S Beckley Ave,"2000 S Beckley Ave,Dallas,Texas",,"32.723769,-96.82272",0,4,0,0,0
2463465,2022-11-19T00:00:00Z,Colorado,Colorado Springs,3430 N Academy Blvd,"3430 N Academy Blvd,Colorado Springs,Colorado",,"38.8810751,-104.758409",5,19,0,0,1
2463882,2022-11-19T00:00:00Z,Mississippi,Philadelphia,560 Line St,"560 Line St,Philadelphia,Mississippi",,"32.76160643078292,-89.10433387615646",1,6,0,0,1
2458727,2022-11-13T00:00:00Z,Pennsylvania,Philadelphia,400  E Wyoming Ave,"400  E Wyoming Ave,Philadelphia,Pennsylvania",,"40.02059955,-75.11814028632989",0,4,0,0,0
2458863,2022-11-13T00:00:00Z,Nebraska,Omaha,3347 Ames Ave,"3347 Ames Ave,Omaha,Nebraska",,"41.29946530612245,-95.96251861224489",1,6,0,1,2
2458933,2022-11-12T00:00:00Z,California,Sacramento,4000  May St,"4000  May St,Sacramento,California",,"38.642641,-121.442902",0,4,0,0,0
2459005,2022-11-12T00:00:00Z,Texas,Fort Worth,6655 Calgary Ln,"6655 Calgary Ln,Fort Worth,Texas",,"32.806261,-97.4311231",0,4,0,0,1
2455710,2022-11-07T00:00:00Z,Texas,Mcallen (McAllen),4700  Jasmine Ave,"4700  Jasmine Ave,Mcallen (McAllen),Texas",,"26.217407,-98.269985",0,4,0,0,1
2453865,2022-11-06T00:00:00Z,Illinois,Chicago,311 W Chicago Ave,"311 W Chicago Ave,Chicago,Illinois",,"41.89632795,-87.63623852017395",1,3,0,0,1
2453892,2022-11-06T00:00:00Z,Illinois,Chicago,5100  S Kolin Ave,"5100  S Kolin Ave,Chicago,Illinois",,"41.799749,-87.732035",0,5,0,0,0
2455484,2022-11-06T00:00:00Z,Florida,Gainesville,500 SW 2nd Ave,"500 SW 2nd Ave,Gainesville,Florida",,"29.650349,-82.32959",0,4,0,0,0
2454281,2022-11-05T00:00:00Z,New York,Buffalo,30 E Amherst St,"30 E Amherst St,Buffalo,New York",,"42.9406818,-78.8364755114929",0,4,0,0,0
2453744,2022-11-05T00:00:00Z,Pennsylvania,Philadelphia,853 E Allegheny Ave,"853 E Allegheny Ave,Philadelphia,Pennsylvania",,"39.9967799,-75.1139840425557",0,9,0,0,1
2452673,2022-11-04T00:00:00Z,Florida,Orlando,10145 Myers Dr,"10145 Myers Dr,Orlando,Florida",,"28.5415978,-81.3622281",4,1,0,1,1
2452798,2022-11-04T00:00:00Z,Maryland,La Plata,3018 Wildflower Dr,"3018 Wildflower Dr,La Plata,Maryland",,"38.53760159103831,-76.95614639711515",4,0,1,0,0
2452501,2022-11-03T00:00:00Z,Illinois,Chicago,3700  W Chicago Ave,"3700  W Chicago Ave,Chicago,Illinois",,"41.895518,-87.718921",0,4,0,0,0
2451028,2022-11-02T00:00:00Z,Texas,Houston,2930 W Sam Houston Pkwy S,"2930 W Sam Houston Pkwy S,Houston,Texas",,"29.7337414,-95.55940464581704",0,4,0,0,0
2451550,2022-11-02T00:00:00Z,Mississippi,Hattiesburg,W 5th St,"W 5th St,Hattiesburg,Mississippi",,"31.3325972,-89.3136289",2,3,0,0,2
2450360,2022-11-01T00:00:00Z,Colorado,Denver,1400  Verbena St,"1400  Verbena St,Denver,Colorado",,"39.738825,-104.890445",1,5,0,0,1
2450917,2022-11-01T00:00:00Z,Maryland,Baltimore,2000  W Pratt St,"2000  W Pratt St,Baltimore,Maryland",,"39.28526225,-76.64866037165987",0,4,0,0,0
2450557,2022-10-31T00:00:00Z,Illinois,East Saint Louis,935 St Louis Ave,"935 St Louis Ave,East Saint Louis,Illinois",,"38.623903673469385,-90.15284497959183",2,3,0,0,0
2448898,2022-10-30T00:00:00Z,Tennessee,Memphis,3920 Park Ave,"3920 Park Ave,Memphis,Tennessee",,"35.107619828634625,-89.93239745828018",1,3,0,0,2
2448366,2022-10-30T00:00:00Z,Colorado,Aurora,900  N Geneva St,"900  N Geneva St,Aurora,Colorado",,"39.7229681,-104.868273",4,0,0,0,1
2448287,2022-10-30T00:00:00Z,Pennsylvania,Philadelphia,601 Spring Garden St,"601 Spring Garden St,Philadelphia,Pennsylvania",,"39.961202704081636,-75.14839136734693",0,6,0,0,0
2448361,2022-10-30T00:00:00Z,California,Covina,17000  E Bellbrook St,"17000  E Bellbrook St,Covina,California",,"34.0980548,-117.8455378",2,2,0,0,3
2448372,2022-10-30T00:00:00Z,South Carolina,Charleston,1900 Hazelwood Dr,"1900 Hazelwood Dr,Charleston,South Carolina",,"32.8031283,-80.0256429",0,4,0,0,1
2448330,2022-10-29T00:00:00Z,Florida,Tallahassee,2101 W Pensacola St,"2101 W Pensacola St,Tallahassee,Florida",,"30.440621,-84.319677",1,8,0,1,4
2447379,2022-10-28T00:00:00Z,Pennsylvania,Pittsburgh,3737 Brighton Rd,"3737 Brighton Rd,Pittsburgh,Pennsylvania",,"40.48385522824528,-80.03578170640294",0,5,0,0,2
2447217,2022-10-27T00:00:00Z,Oklahoma,Broken Arrow,425 S Hickory Ave,"425 S Hickory Ave,Broken Arrow,Oklahoma",,"36.0480809328859,-95.80220682550336",7,0,1,0,0
2445686,2022-10-25T00:00:00Z,Ohio,Hamilton,700  S 2nd St,"700  S 2nd St,Hamilton,Ohio",,"39.392819,-84.564782",2,2,0,0,0
2445939,2022-10-25T00:00:00Z,North Carolina,Greensboro,900  Circle Dr,"900  Circle Dr,Greensboro,North Carolina",,"36.083915334953886,-79.77322201458269",2,4,0,0,0
2443849,2022-10-24T00:00:00Z,Illinois,Chicago,3200  W 30th St,"3200  W 30th St,Chicago,Illinois",,"41.8385971,-87.7354404",1,3,0,0,0
2443879,2022-10-24T00:00:00Z,Missouri,Saint Louis,3125 S Kingshighway Blvd,"3125 S Kingshighway Blvd,Saint Louis,Missouri",,"38.60449855,-90.27095750816467",2,4,1,0,0
2443627,2022-10-23T00:00:00Z,Texas,Brownsville,1200  W Saint Francis St,"1200  W Saint Francis St,Brownsville,Texas",,"25.915749,-97.517674",0,5,0,0,0
2443194,2022-10-23T00:00:00Z,Illinois,Chicago,4300  S Kedzie Ave,"4300  S Kedzie Ave,Chicago,Illinois",,"41.8152372,-87.70460121310933",3,2,0,0,0
2443257,2022-10-22T00:00:00Z,North Carolina,Oxford,100  Granville St,"100  Granville St,Oxford,North Carolina",,"36.309012,-78.591573",0,6,0,0,0
2443287,2022-10-22T00:00:00Z,Georgia,Cordele,1309 16th Ave E,"1309 16th Ave E,Cordele,Georgia",,"31.962859343434342,-83.7645911111111",0,4,0,0,1
2443231,2022-10-22T00:00:00Z,Arizona,Phoenix,6330 W Miami St,"6330 W Miami St,Phoenix,Arizona",,"33.418891,-112.19722701121555",1,7,0,0,0
2450590,2022-10-21T00:00:00Z,Mississippi,Cleveland,511 Lee St,"511 Lee St,Cleveland,Mississippi",,"33.73904963265306,-90.71886465306122",1,3,0,0,0
2442632,2022-10-21T00:00:00Z,Louisiana,New Orleans,2200  N Galvez St,"2200  N Galvez St,New Orleans,Louisiana",,"29.978688,-90.056171",1,3,0,0,0
2444683,2022-10-21T00:00:00Z,Wisconsin,Hartland,700 Mansfield Court,"700 Mansfield Court,Hartland,Wisconsin",,"43.0971297,-88.3293211",4,0,2,0,0
2442008,2022-10-21T00:00:00Z,Louisiana,Baton Rouge,636 Harding Blvd,"636 Harding Blvd,Baton Rouge,Louisiana",,"30.52009807136682,-91.19118611961402",0,11,0,0,3
2441540,2022-10-20T00:00:00Z,Ohio,Cleveland,4497 State Rd,"4497 State Rd,Cleveland,Ohio",,"41.4319135,-81.706991",0,5,0,0,0
2439423,2022-10-17T00:00:00Z,Virginia,Woodbridge,5297 Mansfield Ct,"5297 Mansfield Ct,Woodbridge,Virginia",,"38.65195195,-77.36675615364933",4,0,0,0,1
2438904,2022-10-16T00:00:00Z,Texas,El Paso,8500  Dyer St,"8500  Dyer St,El Paso,Texas",,"31.858978,-106.435133",1,3,0,0,1
2438505,2022-10-16T00:00:00Z,Georgia,Atlanta,223 James P Brawley Dr SW,"223 James P Brawley Dr SW,Atlanta,Georgia",,"33.7480908,-84.412811",0,4,0,0,0
2439294,2022-10-16T00:00:00Z,California,Lancaster,44236 20th St E,"44236 20th St E,Lancaster,California",,"34.68820121690181,-118.0945628522436",0,4,0,0,2
2438461,2022-10-16T00:00:00Z,Virginia,Harrisonburg,1500  Devon Ln,"1500  Devon Ln,Harrisonburg,Virginia",,"38.42170695,-78.8768983",0,8,0,0,1
2438154,2022-10-15T00:00:00Z,Massachusetts,Worcester,88 Webster St,"88 Webster St,Worcester,Massachusetts",,"42.0537478,-71.75527925144434",0,6,0,0,3
2438482,2022-10-15T00:00:00Z,Pennsylvania,Pittsburgh,300  Cedar Ave,"300  Cedar Ave,Pittsburgh,Pennsylvania",,"40.450996,-80.000839",3,1,0,0,0
2437177,2022-10-13T00:00:00Z,North Carolina,New Bern,2100  New Bern Ave,"2100  New Bern Ave,New Bern,North Carolina",,"35.096121,-77.067575",0,4,0,0,0
2434128,2022-10-09T00:00:00Z,Florida,Miami,525 NE 150th St,"525 NE 150th St,Miami,Florida",,"25.91315665,-80.18894208599477",1,3,0,0,0
2434326,2022-10-09T00:00:00Z,Arkansas,Jacksonville,300 Marshall Rd,"300 Marshall Rd,Jacksonville,Arkansas",,"34.869144000000006,-92.1279935",1,3,0,0,0
2434247,2022-10-09T00:00:00Z,South Carolina,Inman,280 Bobo Dr,"280 Bobo Dr,Inman,South Carolina",,"35.018921500000005,-82.07440034358288",5,0,0,0,1
2433539,2022-10-09T00:00:00Z,Florida,Tampa,908 N Franklin St,"908 N Franklin St,Tampa,Florida",,"27.95153548979592,-82.45972836734694",1,6,0,0,2
2434062,2022-10-09T00:00:00Z,Texas,Beaumont,2550 I-10 Frontage Rd,"2550 I-10 Frontage Rd,Beaumont,Texas",,"30.096256040816325,-94.125289",0,5,0,0,0
2433352,2022-10-08T00:00:00Z,California,Berkeley,2400 Durant Ave,"2400 Durant Ave,Berkeley,California",,"37.8671503,-122.26036874767969",1,3,0,0,2
2434151,2022-10-08T00:00:00Z,Missouri,Saint Joseph,302 Illinois Ave,"302 Illinois Ave,Saint Joseph,Missouri",,"39.7183191,-94.86560696623712",0,4,0,0,0
2432893,2022-10-07T00:00:00Z,Texas,Fort Worth,1200  Jessamine St,"1200  Jessamine St,Fort Worth,Texas",,"32.7178729,-97.31230478927021",4,0,0,0,0
2431842,2022-10-06T00:00:00Z,Kentucky,Louisville,5000  East Indian Trail,"5000  East Indian Trail,Louisville,Kentucky",,"38.171842,-85.684298",0,4,0,0,0
2431594,2022-10-06T00:00:00Z,District of Columbia,Washington,1200 North Capitol St NW,"1200 North Capitol St NW,Washington,District of Columbia",,"38.906396,-77.00944655",1,3,0,0,0
2431069,2022-10-05T00:00:00Z,Texas,Baytown,2000  Tri City Beach Rd,"2000  Tri City Beach Rd,Baytown,Texas",,"29.701248,-94.943222",4,2,1,0,0
2428950,2022-10-02T00:00:00Z,Tennessee,Nashville,600  S 7th St,"600  S 7th St,Nashville,Tennessee",,"36.167695,-86.757125",0,4,0,0,0
2428715,2022-10-02T00:00:00Z,Washington,Seattle,4300  University Way NE,"4300  University Way NE,Seattle,Washington",,"47.65993,-122.3128326",0,4,0,0,0
2427999,2022-10-01T00:00:00Z,Pennsylvania,Philadelphia,5000  Frankford Ave,"5000  Frankford Ave,Philadelphia,Pennsylvania",,"40.020859099999996,-75.08032024227077",0,4,0,0,0
2428678,2022-10-01T00:00:00Z,California,Oakland,988 Apgar St,"988 Apgar St,Oakland,California",,"37.829132349999995,-122.2773025345596",2,2,0,0,2
2427775,2022-09-30T00:00:00Z,Oklahoma,Tulsa,4929 N Peoria Ave,"4929 N Peoria Ave,Tulsa,Oklahoma",,"36.22455066101695,-95.97545442372882",1,3,0,0,1
2426042,2022-09-28T00:00:00Z,California,Oakland,8251 Fontaine St,"8251 Fontaine St,Oakland,California",,"37.765895549999996,-122.154128387703",1,5,0,0,0
2425825,2022-09-28T00:00:00Z,Ohio,Columbus,1680 Karl Ct,"1680 Karl Ct,Columbus,Ohio",,"40.08539,-82.9738423",0,5,0,0,1
2425799,2022-09-28T00:00:00Z,Maryland,Baltimore,5500  Bowleys Ln,"5500  Bowleys Ln,Baltimore,Maryland",,"39.31921595,-76.551481025",0,4,0,0,0
2426061,2022-09-27T00:00:00Z,North Carolina,Goldsboro,1200  Olivia Ln,"1200  Olivia Ln,Goldsboro,North Carolina",,"35.370607,-77.983517",0,4,0,0,0
2425199,2022-09-27T00:00:00Z,Pennsylvania,Philadelphia,6498 Ridge Ave,"6498 Ridge Ave,Philadelphia,Pennsylvania",,"40.037979,-75.222723",1,4,0,0,5
2423747,2022-09-25T00:00:00Z,Pennsylvania,Harrisburg,2300  Woodlawn St,"2300  Woodlawn St,Harrisburg,Pennsylvania",,"40.258837,-76.847325",0,4,0,0,5
2423338,2022-09-25T00:00:00Z,Indiana,Hammond,6217 Kennedy Ave,"6217 Kennedy Ave,Hammond,Indiana",,"41.60055317391304,-87.46145954347827",1,3,0,0,0
2423331,2022-09-24T00:00:00Z,Georgia,Louisville,Forrest Dr,"Forrest Dr,Louisville,Georgia",,"33.0008815,-82.4146769",1,3,0,0,0
2420406,2022-09-20T00:00:00Z,New York,Mount Vernon,333 S 8th Ave,"333 S 8th Ave,Mount Vernon,New York",,"40.9024092,-73.8373744",0,4,0,0,0
2420637,2022-09-20T00:00:00Z,Michigan,Niles,620 N 6th St,"620 N 6th St,Niles,Michigan",,"41.83388976470588,-86.25254861764705",2,3,0,0,0
2419473,2022-09-19T00:00:00Z,Georgia,Swainsboro,N Coleman St,"N Coleman St,Swainsboro,Georgia",,"32.6022953,-82.3358525",1,3,0,0,0
